question,correct_answer,predicted_answer,is_correct,groundtruth_rationale,generated_rationale,question_no_choice,longest_groundtruth_rationale,BLEU_score,ROUGE_scores,METEOR_score,question_text,hypothesis,gen_rationale_mask,no_entail_prob,support,sentence_level_support
"What does the rectangular object on the wall on the left allow for? Choices: storage, vision, water flow, electrical power",electrical power,Storage,0,"['The object is for power.', 'An outlet is on the wall. outlets are used for electricity.', 'This is an electrical socket to plug in electronics.']","The rectangular object on the wall on the left is a shelf. Shelves are typically used for storage purposes, allowing for the organization and display of various items such as books, decorative objects, or kitchenware. In this image, the shelf is filled with a variety of fruits and vegetables, indicating that it is being used for storage and display purposes.",What does the rectangular object on the wall on the left allow for?,An outlet is on the wall. outlets are used for electricity.,0.010062798670101,"{'rouge1': Score(precision=0.11666666666666667, recall=0.6363636363636364, fmeasure=0.1971830985915493), 'rouge2': Score(precision=0.05084745762711865, recall=0.3, fmeasure=0.08695652173913043), 'rougeL': Score(precision=0.1, recall=0.5454545454545454, fmeasure=0.16901408450704225)}",0.2681691125087351,What does the rectangular object on the wall on the left allow for?,The rectangular object on the wall on the left allows for storage.,"The rectangular object on the wall on the left is a shelf. Shelves are typically used for <mask> purposes, allowing for the organization and display of various items such as books, decorative objects, or kitchenware. In this image, the shelf is filled with a variety of fruits and vegetables, indicating that it is being used for <mask> and display purposes.",0.0598389469087123,True,"[{'sentence': 'The rectangular object on the wall on the left is a shelf.', 'no_entail_prob': 0.00043308618478477, 'support': True}, {'sentence': 'Shelves are typically used for storage purposes, allowing for the organization and display of various items such as books, decorative objects, or kitchenware.', 'no_entail_prob': 0.04286219924688339, 'support': True}, {'sentence': 'In this image, the shelf is filled with a variety of fruits and vegetables, indicating that it is being used for storage and display purposes.', 'no_entail_prob': 0.06944702565670013, 'support': True}]"
"What are the people in the blue car doing? Choices: shopping, filming movie, car safari, drive-in movie",car safari,Car safari,1,"['The people in the blue car are looking at zebras.', 'The people appear to be observing the animals as they drive by.', 'The people are on a safari.']","The people in the blue car are likely on a car safari, as they are observing a group of zebras in their natural habitat. Car safaris are a popular way for tourists to get up close and personal with wildlife without disturbing the animals or their environment. In the image, the zebras are standing in a grassy field, and the people in the blue car are watching them from a safe distance, which is consistent with a car safari experience.",What are the people in the blue car doing?,The people appear to be observing the animals as they drive by.,0.0089171733392327,"{'rouge1': Score(precision=0.1, recall=0.6666666666666666, fmeasure=0.1739130434782609), 'rouge2': Score(precision=0.0379746835443038, recall=0.2727272727272727, fmeasure=0.06666666666666667), 'rougeL': Score(precision=0.0625, recall=0.4166666666666667, fmeasure=0.10869565217391304)}",0.3957446808510639,What are the people in the blue car doing?,The people in the blue car are doing a car safari.,"The people in the blue car are likely on a <mask>, as they are observing a group of zebras in their natural habitat. Car safaris are a popular way for tourists to get up close and personal with wildlife without disturbing the animals or their environment. In the image, the zebras are standing in a grassy field, and the people in the blue car are watching them from a safe distance, which is consistent with a <mask> experience.",0.0003761095576919,True,"[{'sentence': 'The people in the blue car are likely on a car safari, as they are observing a group of zebras in their natural habitat.', 'no_entail_prob': 0.0005198119906708598, 'support': True}, {'sentence': 'Car safaris are a popular way for tourists to get up close and personal with wildlife without disturbing the animals or their environment.', 'no_entail_prob': 0.2712516784667969, 'support': True}, {'sentence': 'In the image, the zebras are standing in a grassy field, and the people in the blue car are watching them from a safe distance, which is consistent with a car safari experience.', 'no_entail_prob': 0.0005982529255561531, 'support': True}]"
"What is the skier passing through? Choices: security, ride, inspection, gate",gate,Security,0,"['There is a metal gate near the skiier.', 'The person is passing through a gate to go ski.', ""A gate is typically something you might have to go through to get to your destination. it is clear that the skier is walking through a gate; there are no rides visible and it's clear that there are no inspection or security issues here.""]","The skier is passing through a security checkpoint, which is indicated by the presence of a metal gate. The gate serves as a barrier to ensure the safety and security of the skiing area, and the skier is required to pass through it before being allowed to continue skiing. This is a common practice in ski resorts to maintain order and prevent unauthorized access to the slopes.",What is the skier passing through?,A gate is typically something you might have to go through to get to your destination. it is clear that the skier is walking through a gate; there are no rides visible and it's clear that there are no inspection or security issues here.,0.0222395047235093,"{'rouge1': Score(precision=0.2537313432835821, recall=0.37777777777777777, fmeasure=0.30357142857142855), 'rouge2': Score(precision=0.045454545454545456, recall=0.06818181818181818, fmeasure=0.05454545454545454), 'rougeL': Score(precision=0.13432835820895522, recall=0.2, fmeasure=0.1607142857142857)}",0.1943844492440604,What is the skier passing through?,The skier is passing through security.,"The skier is passing through a <mask> checkpoint, which is indicated by the presence of a metal gate. The gate serves as a barrier to ensure the safety and <mask> of the skiing area, and the skier is required to pass through it before being allowed to continue skiing. This is a common practice in ski resorts to maintain order and prevent unauthorized access to the slopes.",0.002466608537361,True,"[{'sentence': 'The skier is passing through a security checkpoint, which is indicated by the presence of a metal gate.', 'no_entail_prob': 0.00048643065383657813, 'support': True}, {'sentence': 'The gate serves as a barrier to ensure the safety and security of the skiing area, and the skier is required to pass through it before being allowed to continue skiing.', 'no_entail_prob': 0.014517543837428093, 'support': True}, {'sentence': 'This is a common practice in ski resorts to maintain order and prevent unauthorized access to the slopes.', 'no_entail_prob': 0.12220857292413712, 'support': True}]"
"What are the bars for? Choices: holds poles, holds skis, stand waiting, holds clothing",stand waiting,Holds poles,0,"['Aside from the person, the bars do not hold anything. the person will take the lift, but it is not there yet.', 'The bars are for the people who stand there waiting for the sky lift.', 'A person is standing on skiis looking for something before going.']","The bars in the image are designed to hold ski poles. Ski poles are used by skiers to help maintain balance, propel themselves forward, and navigate turns. The bars provide a convenient and secure place for skiers to store their poles while they are not in use, allowing them to focus on skiing without worrying about their poles falling or getting lost.",What are the bars for?,"Aside from the person, the bars do not hold anything. the person will take the lift, but it is not there yet.",0.0041575147740977,"{'rouge1': Score(precision=0.0967741935483871, recall=0.2727272727272727, fmeasure=0.14285714285714285), 'rouge2': Score(precision=0.01639344262295082, recall=0.047619047619047616, fmeasure=0.024390243902439025), 'rougeL': Score(precision=0.08064516129032258, recall=0.22727272727272727, fmeasure=0.11904761904761903)}",0.1346153846153846,What are the bars for?,The bars are for holding poles.,"The bars in the image are designed to hold ski poles. Ski poles are used by skiers to help maintain balance, propel themselves forward, and navigate turns. The bars provide a convenient and secure place for skiers to store their poles while they are not in use, allowing them to focus on skiing without worrying about their poles falling or getting lost.",0.0006330943433567,True,"[{'sentence': 'The bars in the image are designed to hold ski poles.', 'no_entail_prob': 0.000600007246248424, 'support': True}, {'sentence': 'Ski poles are used by skiers to help maintain balance, propel themselves forward, and navigate turns.', 'no_entail_prob': 0.7215470671653748, 'support': False}, {'sentence': 'The bars provide a convenient and secure place for skiers to store their poles while they are not in use, allowing them to focus on skiing without worrying about their poles falling or getting lost.', 'no_entail_prob': 0.0002604264300316572, 'support': True}]"
"What should someone use first to treat the carrot before using the knife to cut it? Choices: fork, cutter, peeler, spoon",peeler,Peeler,1,"['An unpeeled carrot is on table. carrots are peeled before eating.', 'The skin of the carrot needs to be removed.', 'The skin of the carrot would be awkward to remove with the knife alone, so an additional tool would be needed.']","The peeler should be used first to treat the carrot before using the knife to cut it. This is because the peeler is specifically designed to remove the outer skin of the carrot, making it easier and safer to cut with a knife. Using a fork, cutter, or spoon to remove the skin would not be as effective or safe, as these utensils are not designed for this purpose. Additionally, using a peeler ensures that the carrot is",What should someone use first to treat the carrot before using the knife to cut it?,"The skin of the carrot would be awkward to remove with the knife alone, so an additional tool would be needed.",0.0208743659707307,"{'rouge1': Score(precision=0.1794871794871795, recall=0.6666666666666666, fmeasure=0.2828282828282828), 'rouge2': Score(precision=0.07792207792207792, recall=0.3, fmeasure=0.12371134020618557), 'rougeL': Score(precision=0.1282051282051282, recall=0.47619047619047616, fmeasure=0.20202020202020202)}",0.2954147552246082,What should someone use first to treat the carrot before using the knife to cut it?,Someone should use a peeler first to treat the carrot before using the knife to cut it.,"The <mask> should be used first to treat the carrot before using the knife to cut it. This is because the <mask> is specifically designed to remove the outer skin of the carrot, making it easier and safer to cut with a knife. Using a fork, cutter, or spoon to remove the skin would not be as effective or safe, as these utensils are not designed for this purpose. Additionally, using a <mask> ensures that the carrot is",0.0365969203412532,True,"[{'sentence': 'The peeler should be used first to treat the carrot before using the knife to cut it.', 'no_entail_prob': 0.0008626077906228602, 'support': True}, {'sentence': 'This is because the peeler is specifically designed to remove the outer skin of the carrot, making it easier and safer to cut with a knife.', 'no_entail_prob': 0.0012619580375030637, 'support': True}, {'sentence': 'Using a fork, cutter, or spoon to remove the skin would not be as effective or safe, as these utensils are not designed for this purpose.', 'no_entail_prob': 0.5165954232215881, 'support': False}, {'sentence': 'Additionally, using a peeler ensures that the carrot is', 'no_entail_prob': 0.2422056347131729, 'support': True}]"
"What activity might those under umbrellas take part in at some point during the day? Choices: drag racing, binge eating, betting, swimming",swimming,Swimming,1,"['They are lounging next to the water.', 'There is a large pool of water by the sand.', 'The people under the yellow umbrellas are closer to the ocean and have better access to enter it.']","Swimming is the most likely activity that the people under the umbrellas might take part in at some point during the day. The presence of umbrellas suggests that it is a sunny day, and people often use umbrellas to provide shade and protect themselves from the sun's harmful rays. Swimming is a popular beach activity that people engage in to cool off, have fun, and enjoy the water.",What activity might those under umbrellas take part in at some point during the day?,The people under the yellow umbrellas are closer to the ocean and have better access to enter it.,0.0178853419159794,"{'rouge1': Score(precision=0.15942028985507245, recall=0.6111111111111112, fmeasure=0.2528735632183908), 'rouge2': Score(precision=0.04411764705882353, recall=0.17647058823529413, fmeasure=0.07058823529411765), 'rougeL': Score(precision=0.11594202898550725, recall=0.4444444444444444, fmeasure=0.18390804597701152)}",0.217391304347826,What activity might those under umbrellas take part in at some point during the day?,Those under umbrellas might take part in swimming at some point during the day.,"<mask> is the most likely activity that the people under the umbrellas might take part in at some point during the day. The presence of umbrellas suggests that it is a sunny day, and people often use umbrellas to provide shade and protect themselves from the sun's harmful rays. <mask> is a popular beach activity that people engage in to cool off, have fun, and enjoy the water.",0.3138402104377746,True,"[{'sentence': 'Swimming is the most likely activity that the people under the umbrellas might take part in at some point during the day.', 'no_entail_prob': 0.0007808885420672596, 'support': True}, {'sentence': ""The presence of umbrellas suggests that it is a sunny day, and people often use umbrellas to provide shade and protect themselves from the sun's harmful rays."", 'no_entail_prob': 0.9850644469261169, 'support': False}, {'sentence': 'Swimming is a popular beach activity that people engage in to cool off, have fun, and enjoy the water.', 'no_entail_prob': 0.1368389129638672, 'support': True}]"
"What leave imprints in the snow with every step they take? Choices: nothing, their shadow, their shoes, their hands",their shoes,Their shoes,1,"['When you walk on snow it will always leave some imprint.', ""Imprints in snow can only come from shoes. shadows don't make physical marks, there would be no reason to put your hands in snow."", ""In the snow, one can see imprints of the items worn on the people's feet.""]","Their shoes leave imprints in the snow with every step they take. This is because the shoes make contact with the snow, and the weight of the person's body presses down on the snow. As the person walks, the snow is compressed and molded into the shape of the shoes and the person's feet. This creates visible imprints in the snow that can be seen as the person walks.",What leave imprints in the snow with every step they take?,"Imprints in snow can only come from shoes. shadows don't make physical marks, there would be no reason to put your hands in snow.",0.0042857844481281,"{'rouge1': Score(precision=0.1267605633802817, recall=0.36, fmeasure=0.1875), 'rouge2': Score(precision=0.014285714285714285, recall=0.041666666666666664, fmeasure=0.02127659574468085), 'rougeL': Score(precision=0.09859154929577464, recall=0.28, fmeasure=0.14583333333333331)}",0.1403508771929824,What leave imprints in the snow with every step they take?,Their shoes leave imprints in the snow with every step they take.,"<mask> leave imprints in the snow with every step they take. This is because the shoes make contact with the snow, and the weight of the person's body presses down on the snow. As the person walks, the snow is compressed and molded into the shape of the shoes and the person's feet. This creates visible imprints in the snow that can be seen as the person walks.",0.0113975871354341,True,"[{'sentence': 'Their shoes leave imprints in the snow with every step they take.', 'no_entail_prob': 0.000517281296197325, 'support': True}, {'sentence': ""This is because the shoes make contact with the snow, and the weight of the person's body presses down on the snow."", 'no_entail_prob': 0.08502305299043655, 'support': True}, {'sentence': ""As the person walks, the snow is compressed and molded into the shape of the shoes and the person's feet."", 'no_entail_prob': 0.010876079089939594, 'support': True}, {'sentence': 'This creates visible imprints in the snow that can be seen as the person walks.', 'no_entail_prob': 0.022575266659259796, 'support': True}]"
"What fruit is seen in the cup on the truck? Choices: mango, blueberry, raspberry, banana",raspberry,Raspberry,1,"['A red berry is seen in a cup. raspberries are red.', 'The fruit is red, not yellow or blue.', 'Though there are a number of fruits shown the main one is the raspberry.']","The reasoning behind my answer is that the cup on the truck is filled with raspberries. This is evident from the image, where the raspberries are clearly visible in the cup. The other fruits, such as mango, blueberry, and banana, are not present in the cup. Therefore, the correct answer is raspberry.",What fruit is seen in the cup on the truck?,Though there are a number of fruits shown the main one is the raspberry.,0.0052669306505667,"{'rouge1': Score(precision=0.11538461538461539, recall=0.42857142857142855, fmeasure=0.18181818181818182), 'rouge2': Score(precision=0.0196078431372549, recall=0.07692307692307693, fmeasure=0.03125), 'rougeL': Score(precision=0.09615384615384616, recall=0.35714285714285715, fmeasure=0.15151515151515152)}",0.1685393258426966,What fruit is seen in the cup on the truck?,Raspberry is seen in the cup on the truck.,"The reasoning behind my answer is that the cup on the truck is filled with raspberries. This is evident from the image, where the raspberries are clearly visible in the cup. The other fruits, such as mango, blueberry, and banana, are not present in the cup. Therefore, the correct answer is <mask>.",0.0001502988743595,True,"[{'sentence': 'The reasoning behind my answer is that the cup on the truck is filled with raspberries.', 'no_entail_prob': 0.0002477767993696034, 'support': True}, {'sentence': 'This is evident from the image, where the raspberries are clearly visible in the cup.', 'no_entail_prob': 0.8216173648834229, 'support': False}, {'sentence': 'The other fruits, such as mango, blueberry, and banana, are not present in the cup.', 'no_entail_prob': 0.0120537793263793, 'support': True}, {'sentence': 'Therefore, the correct answer is raspberry.', 'no_entail_prob': 0.5467381477355957, 'support': False}]"
"What are they doing with the surfboards? Choices: selling them, taking home, tossing them, riding them",taking home,Taking home,1,"['They are carrying them probably to their cars to leave', 'They are out of the water and carrying their surfboards.', 'They are walking along the shore and not surfing.']","The people in the image are carrying surfboards while walking on the beach. This suggests that they are likely taking the surfboards home after a surfing session or preparing to go surfing. They are not selling the surfboards, tossing them, or riding them, as these actions are not consistent with the context of the image.",What are they doing with the surfboards?,They are out of the water and carrying their surfboards.,0.0105133490705884,"{'rouge1': Score(precision=0.10909090909090909, recall=0.6, fmeasure=0.1846153846153846), 'rouge2': Score(precision=0.037037037037037035, recall=0.2222222222222222, fmeasure=0.06349206349206349), 'rougeL': Score(precision=0.07272727272727272, recall=0.4, fmeasure=0.12307692307692307)}",0.256551724137931,What are they doing with the surfboards?,They are taking home the surfboards.,"The people in the image are carrying surfboards while walking on the beach. This suggests that they are likely taking the surfboards home after a surfing session or preparing to go surfing. They are not selling the surfboards, tossing them, or riding them, as these actions are not consistent with the context of the image.",0.0001110444645746,True,"[{'sentence': 'The people in the image are carrying surfboards while walking on the beach.', 'no_entail_prob': 0.12038709968328476, 'support': True}, {'sentence': 'This suggests that they are likely taking the surfboards home after a surfing session or preparing to go surfing.', 'no_entail_prob': 0.0019342611776664853, 'support': True}, {'sentence': 'They are not selling the surfboards, tossing them, or riding them, as these actions are not consistent with the context of the image.', 'no_entail_prob': 0.7970833778381348, 'support': False}]"
"What type of enthusiasts are gathering here? Choices: gamers, democrats, bikers, liberals",bikers,Bikers,1,"['You can tell by the multitude of bikes as to what hobbies they are into.', 'One can see the motorcycles parked there.', 'The people gathered all love motorcycles.']","The gathering of enthusiasts in the image are bikers, as evidenced by the large number of motorcycles parked in the parking lot. The presence of multiple motorcycles indicates that this is a popular spot for bikers to meet, socialize, and showcase their bikes. The fact that there are many people in the parking lot further supports the idea that this is a gathering of bikers.",What type of enthusiasts are gathering here?,You can tell by the multitude of bikes as to what hobbies they are into.,0.0077952746313355,"{'rouge1': Score(precision=0.1076923076923077, recall=0.4666666666666667, fmeasure=0.17500000000000004), 'rouge2': Score(precision=0.015625, recall=0.07142857142857142, fmeasure=0.02564102564102564), 'rougeL': Score(precision=0.07692307692307693, recall=0.3333333333333333, fmeasure=0.125)}",0.15,What type of enthusiasts are gathering here?,Bikers are gathering here.,"The gathering of enthusiasts in the image are <mask>, as evidenced by the large number of motorcycles parked in the parking lot. The presence of multiple motorcycles indicates that this is a popular spot for <mask> to meet, socialize, and showcase their bikes. The fact that there are many people in the parking lot further supports the idea that this is a gathering of <mask>.",0.0006929040537215,True,"[{'sentence': 'The gathering of enthusiasts in the image are bikers, as evidenced by the large number of motorcycles parked in the parking lot.', 'no_entail_prob': 0.0005658799782395363, 'support': True}, {'sentence': 'The presence of multiple motorcycles indicates that this is a popular spot for bikers to meet, socialize, and showcase their bikes.', 'no_entail_prob': 0.014721529558300972, 'support': True}, {'sentence': 'The fact that there are many people in the parking lot further supports the idea that this is a gathering of bikers.', 'no_entail_prob': 0.00047101182281039655, 'support': True}]"
"What is in the room? Choices: television, toothbrush, elephant, bed",toothbrush,Toothbrush,1,"['This is a bathroom. a dental hygiene item is located to the left of the faucet.', 'There s a toothbrush by the faucet.', 'A toothbrush is on the side of a sink.']","The answer is ""toothbrush"" because the image shows a toothbrush sitting on a bathroom counter next to a sink. The presence of a sink and a toothbrush indicates that the room is a bathroom, not a television room, an elephant room, or a bedroom. Toothbrushes are commonly used in bathrooms for personal hygiene, so it is reasonable to assume that the toothbrush is in the bathroom.",What is in the room?,This is a bathroom. a dental hygiene item is located to the left of the faucet.,0.0084930987453131,"{'rouge1': Score(precision=0.15151515151515152, recall=0.625, fmeasure=0.24390243902439024), 'rouge2': Score(precision=0.03076923076923077, recall=0.13333333333333333, fmeasure=0.05), 'rougeL': Score(precision=0.13636363636363635, recall=0.5625, fmeasure=0.2195121951219512)}",0.2142857142857142,What is in the room?,Toothbrush is in the room.,"The answer is ""<mask>"" because the image shows a <mask> sitting on a bathroom counter next to a sink. The presence of a sink and a <mask> indicates that the room is a bathroom, not a television room, an elephant room, or a bedroom. Toothbrushes are commonly used in bathrooms for personal hygiene, so it is reasonable to assume that the <mask> is in the bathroom.",0.2466240674257278,True,"[{'sentence': 'The answer is ""toothbrush"" because the image shows a toothbrush sitting on a bathroom counter next to a sink.', 'no_entail_prob': 0.12463857978582382, 'support': True}, {'sentence': 'The presence of a sink and a toothbrush indicates that the room is a bathroom, not a television room, an elephant room, or a bedroom.', 'no_entail_prob': 0.0024438865948468447, 'support': True}, {'sentence': 'Toothbrushes are commonly used in bathrooms for personal hygiene, so it is reasonable to assume that the toothbrush is in the bathroom.', 'no_entail_prob': 0.8563323616981506, 'support': False}]"
"Beta carotene rich vegetable in the image is? Choices: cabbage, broccoli, beet, carrot",carrot,Carrot,1,"['The carrots have beta carotene.', 'The vegetable in the picture that is high in beta carotene is an carrot.', 'The carrots at the produce stand are high in carotene which is a nutrient.']","The vegetable in the image that is rich in beta carotene is the carrot. Beta carotene is a pigment that the body converts into vitamin A, which is essential for good vision, a healthy immune system, and proper growth and development. Carrots are known for their high content of beta carotene, which is why they are often recommended as a healthy snack. In the image, the carrots are displayed prominently",Beta carotene rich vegetable in the image is?,The carrots at the produce stand are high in carotene which is a nutrient.,0.0097639329268178,"{'rouge1': Score(precision=0.14285714285714285, recall=0.7142857142857143, fmeasure=0.23809523809523808), 'rouge2': Score(precision=0.057971014492753624, recall=0.3076923076923077, fmeasure=0.0975609756097561), 'rougeL': Score(precision=0.12857142857142856, recall=0.6428571428571429, fmeasure=0.21428571428571425)}",0.324234693877551,Beta carotene rich vegetable in the image is?,The Beta carotene rich vegetable in the image is carrot.,"The vegetable in the image that is rich in beta carotene is the <mask>. Beta carotene is a pigment that the body converts into vitamin A, which is essential for good vision, a healthy immune system, and proper growth and development. Carrots are known for their high content of beta carotene, which is why they are often recommended as a healthy snack. In the image, the carrots are displayed prominently",0.0027900375425815,True,"[{'sentence': 'The vegetable in the image that is rich in beta carotene is the carrot.', 'no_entail_prob': 0.00012706265260931104, 'support': True}, {'sentence': 'Beta carotene is a pigment that the body converts into vitamin A, which is essential for good vision, a healthy immune system, and proper growth and development.', 'no_entail_prob': 0.05647003650665283, 'support': True}, {'sentence': 'Carrots are known for their high content of beta carotene, which is why they are often recommended as a healthy snack.', 'no_entail_prob': 0.039048291742801666, 'support': True}, {'sentence': 'In the image, the carrots are displayed prominently', 'no_entail_prob': 0.001396671636030078, 'support': True}]"
"If you put a giant board in front of them what current action of theirs would you prevent them from doing? Choices: eating, fishing, talking, playing videogames",playing videogames,Playing videogames,1,"['It would block them from being able to see their game.', 'A board would block them from seeing the screen.', 'They would not be able to see the television in order to play.']","If a giant board were placed in front of the two men, it would prevent them from playing the video game they are currently engaged in. The reason for this is that the giant board would obstruct their view of the screen, making it impossible for them to see and interact with the game. As a result, their current action of playing video games would be hindered by the presence of the giant board. Eating, fishing, talking, and other activities would not be affected by the",If you put a giant board in front of them what current action of theirs would you prevent them from doing?,They would not be able to see the television in order to play.,0.0142474169742397,"{'rouge1': Score(precision=0.10465116279069768, recall=0.6923076923076923, fmeasure=0.18181818181818185), 'rouge2': Score(precision=0.03529411764705882, recall=0.25, fmeasure=0.061855670103092786), 'rougeL': Score(precision=0.06976744186046512, recall=0.46153846153846156, fmeasure=0.12121212121212122)}",0.3390500516937298,If you put a giant board in front of them what current action of theirs would you prevent them from doing?,If you put a giant board in front of them you would prevent them from playing videogames.,"If a giant board were placed in front of the two men, it would prevent them from playing the video game they are currently engaged in. The reason for this is that the giant board would obstruct their view of the screen, making it impossible for them to see and interact with the game. As a result, their current action of playing video games would be hindered by the presence of the giant board. Eating, fishing, talking, and other activities would not be affected by the",0.0003399648994673,True,"[{'sentence': 'If a giant board were placed in front of the two men, it would prevent them from playing the video game they are currently engaged in.', 'no_entail_prob': 0.007303223479539156, 'support': True}, {'sentence': 'The reason for this is that the giant board would obstruct their view of the screen, making it impossible for them to see and interact with the game.', 'no_entail_prob': 0.0006550928810611367, 'support': True}, {'sentence': 'As a result, their current action of playing video games would be hindered by the presence of the giant board.', 'no_entail_prob': 0.005307047627866268, 'support': True}, {'sentence': 'Eating, fishing, talking, and other activities would not be affected by the', 'no_entail_prob': 0.4201236963272095, 'support': True}]"
"Which hand is she using to hold the phone? Choices: left, both, right, neither",right,Left,0,"['The woman is using her right hand.', 'It is on that side of her body', ""The phone is in the woman's right hand.""]","The woman is using her left hand to hold the cell phone. This can be inferred from the fact that she is smiling while talking on the phone, which suggests that she is engaged in a pleasant conversation. Additionally, her left hand is prominently visible in the image, further supporting the conclusion that she is using her left hand to hold the phone.",Which hand is she using to hold the phone?,The phone is in the woman's right hand.,0.0072729678325716,"{'rouge1': Score(precision=0.1111111111111111, recall=0.7777777777777778, fmeasure=0.19444444444444445), 'rouge2': Score(precision=0.04838709677419355, recall=0.375, fmeasure=0.0857142857142857), 'rougeL': Score(precision=0.09523809523809523, recall=0.6666666666666666, fmeasure=0.16666666666666666)}",0.1481481481481481,Which hand is she using to hold the phone?,She is using her left hand to hold the phone.,"The woman is using her <mask> hand to hold the cell phone. This can be inferred from the fact that she is smiling while talking on the phone, which suggests that she is engaged in a pleasant conversation. Additionally, her <mask> hand is prominently visible in the image, further supporting the conclusion that she is using her <mask> hand to hold the phone.",0.8262916803359985,False,"[{'sentence': 'The woman is using her left hand to hold the cell phone.', 'no_entail_prob': 0.0011570288334041834, 'support': True}, {'sentence': 'This can be inferred from the fact that she is smiling while talking on the phone, which suggests that she is engaged in a pleasant conversation.', 'no_entail_prob': 0.8902942538261414, 'support': False}, {'sentence': 'Additionally, her left hand is prominently visible in the image, further supporting the conclusion that she is using her left hand to hold the phone.', 'no_entail_prob': 0.0008247465011663735, 'support': True}]"
"Which food unprepared to eat? Choices: vegetables, meat, rice, banana",banana,Banana,1,"[""The banana doesn't require preparation, nor is it prepared for this tray."", 'These types of fruits need no preparation or cooking to be eaten.', 'The rice, meat, and vegetables are ready to be eaten. the yellow fruit needs to be peeled.']","The banana is unprepared to eat because it has not been cooked or prepared in any way. The other food items, such as rice, vegetables, and meat, have been cooked or prepared, making them ready to be consumed. The banana, on the other hand, is still in its raw state and needs to be cooked or prepared before it can be eaten.",Which food unprepared to eat?,"The rice, meat, and vegetables are ready to be eaten. the yellow fruit needs to be peeled.",0.0307690519373238,"{'rouge1': Score(precision=0.20967741935483872, recall=0.7647058823529411, fmeasure=0.3291139240506329), 'rouge2': Score(precision=0.08196721311475409, recall=0.3125, fmeasure=0.12987012987012986), 'rougeL': Score(precision=0.16129032258064516, recall=0.5882352941176471, fmeasure=0.25316455696202533)}",0.3966408268733851,Which food unprepared to eat?,Banana is unprepared to eat.,"The <mask> is unprepared to eat because it has not been cooked or prepared in any way. The other food items, such as rice, vegetables, and meat, have been cooked or prepared, making them ready to be consumed. The <mask>, on the other hand, is still in its raw state and needs to be cooked or prepared before it can be eaten.",0.9208608865737916,False,"[{'sentence': 'The banana is unprepared to eat because it has not been cooked or prepared in any way.', 'no_entail_prob': 0.002382761798799038, 'support': True}, {'sentence': 'The other food items, such as rice, vegetables, and meat, have been cooked or prepared, making them ready to be consumed.', 'no_entail_prob': 0.348201721906662, 'support': True}, {'sentence': 'The banana, on the other hand, is still in its raw state and needs to be cooked or prepared before it can be eaten.', 'no_entail_prob': 0.0019192374311387539, 'support': True}]"
"What will rehydrate the people at the table if they are dehydrated? Choices: beer, beer, pizza, water",water,Water,1,"['Water is the only drink on this table which will hydrate rather than dehydrate.', 'A table with pizza on it also has bottles of water. water is hydrating.', 'Water will rehydrate.']","Water is the best choice to rehydrate the people at the table if they are dehydrated. Dehydration occurs when the body loses more fluids than it takes in, which can lead to symptoms such as dry mouth, dizziness, and fatigue. Drinking water helps to replenish the body's fluids and electrolytes, which are essential for maintaining proper bodily functions. In contrast, beer and p",What will rehydrate the people at the table if they are dehydrated?,Water is the only drink on this table which will hydrate rather than dehydrate.,0.0170212707704647,"{'rouge1': Score(precision=0.125, recall=0.5714285714285714, fmeasure=0.20512820512820512), 'rouge2': Score(precision=0.031746031746031744, recall=0.15384615384615385, fmeasure=0.05263157894736842), 'rougeL': Score(precision=0.078125, recall=0.35714285714285715, fmeasure=0.12820512820512822)}",0.1851851851851852,What will rehydrate the people at the table if they are dehydrated?,Water will rehydrate the people at the table if they are dehydrated.,"<mask> is the best choice to rehydrate the people at the table if they are dehydrated. Dehydration occurs when the body loses more fluids than it takes in, which can lead to symptoms such as dry mouth, dizziness, and fatigue. Drinking <mask> helps to replenish the body's fluids and electrolytes, which are essential for maintaining proper bodily functions. In contrast, beer and p",0.0214302409440279,True,"[{'sentence': 'Water is the best choice to rehydrate the people at the table if they are dehydrated.', 'no_entail_prob': 0.000848417344968766, 'support': True}, {'sentence': 'Dehydration occurs when the body loses more fluids than it takes in, which can lead to symptoms such as dry mouth, dizziness, and fatigue.', 'no_entail_prob': 0.02742854319512844, 'support': True}, {'sentence': ""Drinking water helps to replenish the body's fluids and electrolytes, which are essential for maintaining proper bodily functions."", 'no_entail_prob': 0.05749328434467316, 'support': True}, {'sentence': 'In contrast, beer and p', 'no_entail_prob': 0.200557678937912, 'support': True}]"
